CODIGO ;NOMBRE O DENOMINACION;CLASIFICACION
270595;OTROS ;SUBCUENTA
2710;ABONOS DIFERIDOS ;CUENTA
271005;REAJUSTE DEL SISTEMA ;SUBCUENTA
2715;UTILIDAD DIFERIDA EN VENTAS A PLAZOS ;CUENTA
271501 a 271598 ;;
2720;CREDITO POR CORRECCION MONETARIA DIFERIDA ;CUENTA
272001 a 272098 ;;
2725;IMPUESTOS DIFERIDOS ;CUENTA
272505;POR DEPRECIACION FLEXIBLE ;SUBCUENTA
272595;DIVERSOS ;SUBCUENTA
272599;AJUSTES POR INFLACION ;SUBCUENTA
28;OTROS PASIVOS ;GRUPO
2805;ANTICIPOS Y AVANCES RECIBIDOS ;CUENTA
280505;DE CLIENTES ;SUBCUENTA
280510;SOBRE CONTRATOS ;SUBCUENTA
280515;PARA OBRAS EN PROCESO ;SUBCUENTA
280595;OTROS ;SUBCUENTA
2810;DEPOSITOS RECIBIDOS ;CUENTA
281005;PARA FUTURA SUSCRIPCION DE ACCIONES ;SUBCUENTA
281010;PARA FUTURO PAGO DE CUOTAS O DERECHOS SOCIALES ;SUBCUENTA
281015;PARA GARANTIA EN LA PRESTACION DE SERVICIOS ;SUBCUENTA
281020;PARA GARANTIA DE CONTRATOS ;SUBCUENTA
281025;DE LICITACIONES ;SUBCUENTA
281030;DE MANEJO DE BIENES ;SUBCUENTA
281035;FONDO DE RESERVA ;SUBCUENTA
281095;OTROS ;SUBCUENTA
2815;INGRESOS RECIBIDOS PARA TERCEROS ;CUENTA
281505;VALORES RECIBIDOS PARA TERCEROS ;SUBCUENTA
281510;VENTA POR CUENTA DE TERCEROS ;SUBCUENTA
2820;CUENTAS DE OPERACION CONJUNTA ;CUENTA
282001 a 282098 ;;
2825;RETENCIONES A TERCEROS SOBRE CONTRATOS ;CUENTA
282505;CUMPLIMIENTO OBLIGACIONES LABORALES ;SUBCUENTA
282510;PARA ESTABILIDAD DE OBRA ;SUBCUENTA
282515;GARANTIA CUMPLIMIENTO DE CONTRATOS ;SUBCUENTA
2830;EMBARGOS JUDICIALES ;CUENTA
283005;INDEMNIZACIONES ;SUBCUENTA
283010;DEPOSITOS JUDICIALES ;SUBCUENTA
2835;ACREEDORES DEL SISTEMA ;CUENTA
283505;CUOTAS NETAS ;SUBCUENTA
283510;GRUPOS EN FORMACION ;SUBCUENTA
2840;CUENTAS EN PARTICIPACION ;CUENTA
284001 a 284098 ;;
2895;DIVERSOS ;CUENTA
289505;PRESTAMOS DE PRODUCTOS ;SUBCUENTA
289510;REEMBOLSO DE COSTOS EXPLORATORIOS ;SUBCUENTA
289515;PROGRAMA DE EXTENSION AGROPECUARIA ;SUBCUENTA
29;BONOS Y PAPELES COMERCIALES ;GRUPO
2905;BONOS EN CIRCULACION ;CUENTA
290505;GARANTIA GENERAL ;SUBCUENTA
290510;GARANTIA ESPECIFICA ;SUBCUENTA
2910;BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES ;CUENTA
291001 a 291098 ;;
2915;PAPELES COMERCIALES ;CUENTA
291501 a 291598 ;;
3;PATRIMONIO ;CLASE
31;CAPITAL SOCIAL ;GRUPO
3105;CAPITAL SUSCRITO Y PAGADO ;CUENTA
310505;CAPITAL AUTORIZADO ;SUBCUENTA
310510;CAPITAL POR SUSCRIBIR (DB) ;SUBCUENTA
310515;CAPITAL SUSCRITO POR COBRAR (DB) ;SUBCUENTA
3110;ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB) ;CUENTA
311005;ACCIONES PROPIAS READQUIRIDAS (DB) ;SUBCUENTA
311010;CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB) ;SUBCUENTA
3115;APORTES SOCIALES ;CUENTA
311505;CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
311510;APORTES DE SOCIOS - FONDO MUTUO DE INVERSION ;SUBCUENTA
311515;CONTRIBUCION DE LA EMPRESA - FONDO MUTUO DE INVERSION ;SUBCUENTA
311520;SUSCRIPCIONES DEL PUBLICO ;SUBCUENTA
3120;CAPITAL ASIGNADO ;CUENTA
312001 a 312098 ;;
3125;INVERSION SUPLEMENTARIA AL CAPITAL ASIGNADO ;CUENTA
312501 a 312598 ;;
3130;CAPITAL DE PERSONAS NATURALES ;CUENTA
313001 a 313098 ;;
3135;APORTES DEL ESTADO ;CUENTA
313501 a 313598 ;;
3140;FONDO SOCIAL ;CUENTA
314001 a 314098 ;;
32;SUPERAVIT DE CAPITAL ;GRUPO
3205;PRIMA EN COLOCACION DE ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL ;CUENTA
320505;PRIMA EN COLOCACION DE ACCIONES ;SUBCUENTA
320510;PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB) ;SUBCUENTA
320515;PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
3210;DONACIONES ;CUENTA
321005;EN DINERO ;SUBCUENTA
321010;EN VALORES MOBILIARIOS ;SUBCUENTA
321015;EN BIENES MUEBLES ;SUBCUENTA
321020;EN BIENES INMUEBLES ;SUBCUENTA
321025;EN INTANGIBLES ;SUBCUENTA
3215;CREDITO MERCANTIL ;CUENTA
321501 a 321598 ;;
33;RESERVAS ;GRUPO
3305;RESERVAS OBLIGATORIAS ;CUENTA
330505;RESERVA LEGAL ;SUBCUENTA
330510;RESERVAS POR DISPOSICIONES FISCALES ;SUBCUENTA
330515;RESERVA PARA READQUISICION DE ACCIONES ;SUBCUENTA
330517;RESERVA PARA READQUISICION DE CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
330520;RESERVA PARA EXTENSION AGROPECUARIA ;SUBCUENTA
330525;RESERVA LEY 7a. DE 1990 ;SUBCUENTA
330530;RESERVA PARA REPOSICION DE SEMOVIENTES ;SUBCUENTA
330535;RESERVA LEY 4a DE 1980 ;SUBCUENTA
330595;OTRAS ;SUBCUENTA
3310;RESERVAS ESTATUTARIAS ;CUENTA
331005;PARA FUTURAS CAPITALIZACIONES ;SUBCUENTA
331010;PARA REPOSICION DE ACTIVOS ;SUBCUENTA
331015;PARA FUTUROS ENSANCHES ;SUBCUENTA
331095;OTRAS ;SUBCUENTA
3315;RESERVAS OCASIONALES ;CUENTA
331505;PARA BENEFICENCIA Y CIVISMO ;SUBCUENTA
331510;PARA FUTURAS CAPITALIZACIONES ;SUBCUENTA
331515;PARA FUTUROS ENSANCHES ;SUBCUENTA
331520;PARA ADQUISICION O REPOSICION DE PROPIEDADES PLANTA Y EQUIPO ;SUBCUENTA
331525;PARA INVESTIGACIONES Y DESARROLLO ;SUBCUENTA
331530;PARA FOMENTO ECONOMICO ;SUBCUENTA
331535;PARA CAPITAL DE TRABAJO ;SUBCUENTA
331540;PARA ESTABILIZACION DE RENDIMIENTOS ;SUBCUENTA
331545;A DISPOSICION DEL MAXIMO ORGANO SOCIAL ;SUBCUENTA
331595;OTRAS ;SUBCUENTA
34;REVALORIZACION DEL PATRIMONIO ;GRUPO
3405;AJUSTES POR INFLACION ;CUENTA
340505;DE CAPITAL SOCIAL ;SUBCUENTA
340510;DE SUPERAVIT DE CAPITAL ;SUBCUENTA
340515;DE RESERVAS ;SUBCUENTA
340520;DE RESULTADOS DE EJERCICIOS ANTERIORES ;SUBCUENTA
340525;DE ACTIVOS EN PERIODO IMPRODUCTIVO ;SUBCUENTA
3410;SANEAMIENTO FISCAL ;CUENTA
341001 a 341098 ;;
3415;AJUSTES POR INFLACION DECRETO 3019 DE 1989 ;CUENTA
341501 a 341598 ;;
35;DIVIDENDOS O PARTICIPACIONES DECRETADOS EN ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL ;GRUPO
3505;DIVIDENDOS DECRETADOS EN ACCIONES ;CUENTA
350501 a 350598 ;;
3510;PARTICIPACIONES DECRETADAS EN CUOTAS O PARTES DE INTERES SOCIAL ;CUENTA
351001 a 351098 ;;
36;RESULTADOS DEL EJERCICIO ;GRUPO
3605;UTILIDAD DEL EJERCICIO ;CUENTA
360505;UTILIDAD DEL EJERCICIO ;SUBCUENTA
360510;UTILIDAD POR EXPOSICION A LA INFLACION ;SUBCUENTA
3610;PERDIDA DEL EJERCICIO ;CUENTA
361005;PERDIDA DEL EJERCICIO ;SUBCUENTA
361010;PERDIDA POR EXPOSICION A LA INFLACION ;SUBCUENTA
37;RESULTADOS DE EJERCICIOS ANTERIORES ;GRUPO
3705;UTILIDADES O EXCEDENTES ACUMULADOS ;CUENTA
370501 a 370598 ;;
3710;PERDIDAS ACUMULADAS ;CUENTA
371001 a 371098 ;;
38;SUPERAVIT POR VALORIZACIONES ;GRUPO
3805;DE INVERSIONES ;CUENTA
380505;ACCIONES ;SUBCUENTA
380510;CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
380515;DERECHOS FIDUCIARIOS ;SUBCUENTA
3810;DE PROPIEDADES PLANTA Y EQUIPO ;CUENTA
381004;TERRENOS ;SUBCUENTA
381006;MATERIALES PROYECTOS PETROLEROS ;SUBCUENTA
381008;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
381012;MAQUINARIA Y EQUIPO ;SUBCUENTA
381016;EQUIPO DE OFICINA ;SUBCUENTA
381020;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
381024;EQUIPO MEDICO CIENTIFICO ;SUBCUENTA
381028;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
381032;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
381036;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
381040;FLOTA Y EQUIPO AEREO ;SUBCUENTA
381044;FLOTA Y EQUIPO FERREO ;SUBCUENTA
381048;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
381052;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
381056;ENVASES Y EMPAQUES ;SUBCUENTA
381060;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
381064;VIAS DE COMUNICACION ;SUBCUENTA
381068;MINAS Y CANTERAS ;SUBCUENTA
381072;POZOS ARTESIANOS ;SUBCUENTA
381076;YACIMIENTOS ;SUBCUENTA
381080;SEMOVIENTES ;SUBCUENTA
3895;DE OTROS ACTIVOS ;CUENTA
389505;BIENES DE ARTE Y CULTURA ;SUBCUENTA
389510;BIENES ENTREGADOS EN COMODATO ;SUBCUENTA
389515;BIENES RECIBIDOS EN PAGO ;SUBCUENTA
389520;INVENTARIO DE SEMOVIENTES ;SUBCUENTA
4;INGRESOS ;CLASE
41;OPERACIONALES ;GRUPO
4105;AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA ;CUENTA
410505;CULTIVO DE CEREALES ;SUBCUENTA
410510;CULTIVOS DE HORTALIZAS, LEGUMBRES Y PLANTAS ORNAMENTALES ;SUBCUENTA
410515;CULTIVOS DE FRUTAS, NUECES Y PLANTAS AROMATICAS ;SUBCUENTA
410520;CULTIVO DE CAFE ;SUBCUENTA
410525;CULTIVO DE FLORES ;SUBCUENTA
410530;CULTIVO DE CAÑA DE AZUCAR ;SUBCUENTA
410535;CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL ;SUBCUENTA
410540;CULTIVO DE BANANO ;SUBCUENTA
410545;OTROS CULTIVOS AGRICOLAS ;SUBCUENTA
410550;CRIA DE OVEJAS, CABRAS, ASNOS, MULAS Y BURDEGANOS ;SUBCUENTA
410555;CRIA DE GANADO CABALLAR Y VACUNO. ;SUBCUENTA
410560;PRODUCCION AVICOLA ;SUBCUENTA
410565;CRIA DE OTROS ANIMALES ;SUBCUENTA
410570;SERVICIOS AGRICOLAS Y GANADEROS ;SUBCUENTA
410575;ACTIVIDAD DE CAZA ;SUBCUENTA
410580;ACTIVIDAD DE SILVICULTURA ;SUBCUENTA
410599;AJUSTES POR INFLACION ;SUBCUENTA
4110;PESCA ;CUENTA
411005;ACTIVIDAD DE PESCA ;SUBCUENTA
411010;EXPLOTACION DE CRIADEROS DE PECES ;SUBCUENTA
411095;ACTIVIDADES CONEXAS ;SUBCUENTA
411099;AJUSTES POR INFLACION ;SUBCUENTA
4115;EXPLOTACION DE MINAS Y CANTERAS ;CUENTA
411505;CARBON ;SUBCUENTA
411510;PETROLEO CRUDO ;SUBCUENTA
411512;GAS NATURAL ;SUBCUENTA
411514;SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS ;SUBCUENTA
411515;MINERALES DE HIERRO ;SUBCUENTA
411520;MINERALES METALIFEROS NO FERROSOS ;SUBCUENTA
411525;PIEDRA, ARENA Y ARCILLA ;SUBCUENTA
411527;PIEDRAS PRECIOSAS ;SUBCUENTA
411528;ORO ;SUBCUENTA
411530;OTRAS MINAS Y CANTERAS ;SUBCUENTA
411532;PRESTACION DE SERVICIOS SECTOR MINERO ;SUBCUENTA
411595;ACTIVIDADES CONEXAS ;SUBCUENTA
411599;AJUSTES POR INFLACION ;SUBCUENTA
4120;INDUSTRIAS MANUFACTURERAS ;CUENTA
412001;PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS ;SUBCUENTA
412002;PRODUCTOS DE PESCADO ;SUBCUENTA
412003;PRODUCTOS DE FRUTAS, LEGUMBRES Y HORTALIZAS ;SUBCUENTA
412004;ELABORACION DE ACEITES Y GRASAS ;SUBCUENTA
412005;ELABORACION DE PRODUCTOS LACTEOS ;SUBCUENTA
412006;ELABORACION DE PRODUCTOS DE MOLINERIA ;SUBCUENTA
412007;ELABORACION DE ALMIDONES Y DERIVADOS ;SUBCUENTA
412008;ELABORACION DE ALIMENTOS PARA ANIMALES ;SUBCUENTA
412009;ELABORACION DE PRODUCTOS PARA PANADERIA ;SUBCUENTA
412010;ELABORACION DE AZUCAR Y MELAZAS ;SUBCUENTA
412011;ELABORACION DE CACAO, CHOCOLATE Y CONFITERIA ;SUBCUENTA
412012;ELABORACION DE PASTAS Y PRODUCTOS FARINACEOS ;SUBCUENTA
412013;ELABORACION DE PRODUCTOS DE CAFE ;SUBCUENTA
412014;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS ;SUBCUENTA
412015;ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO ;SUBCUENTA
412016;ELABORACION DE VINOS ;SUBCUENTA
412017;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA ;SUBCUENTA
412018;ELABORACION DE BEBIDAS NO ALCOHOLICAS ;SUBCUENTA
412019;ELABORACION DE PRODUCTOS DE TABACO ;SUBCUENTA
412020;PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA ;SUBCUENTA
412021;ACABADO DE PRODUCTOS TEXTILES ;SUBCUENTA
412022;ELABORACION DE ARTICULOS DE MATERIALES TEXTILES ;SUBCUENTA
412023;ELABORACION DE TAPICES Y ALFOMBRAS ;SUBCUENTA
412024;ELABORACION DE CUERDAS, CORDELES, BRAMANTES Y REDES ;SUBCUENTA
412025;ELABORACION DE OTROS PRODUCTOS TEXTILES ;SUBCUENTA
412026;ELABORACION DE TEJIDOS ;SUBCUENTA
412027;ELABORACION DE PRENDAS DE VESTIR ;SUBCUENTA
412028;PREPARACION, ADOBO Y TEÑIDO DE PIELES ;SUBCUENTA
412029;CURTIDO, ADOBO O PREPARACION DE CUERO ;SUBCUENTA
412030;ELABORACION DE MALETAS, BOLSOS Y SIMILARES ;SUBCUENTA
412031;ELABORACION DE CALZADO ;SUBCUENTA
412032;PRODUCCION DE MADERA, ARTICULOS DE MADERA Y CORCHO ;SUBCUENTA
412033;ELABORACION DE PASTA Y PRODUCTOS DE MADERA, PAPEL Y CARTON ;SUBCUENTA
412034;EDICIONES Y PUBLICACIONES ;SUBCUENTA
412035;IMPRESION ;SUBCUENTA
412036;SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION ;SUBCUENTA
412037;REPRODUCCION DE GRABACIONES ;SUBCUENTA
412038;ELABORACION DE PRODUCTOS DE HORNO DE COQUE ;SUBCUENTA
412039;ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO ;SUBCUENTA
412040;ELABORACION DE SUSTANCIAS QUIMICAS BASICAS ;SUBCUENTA
412041;ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO ;SUBCUENTA
412042;ELABORACION DE PLASTICO Y CAUCHO SINTETICO ;SUBCUENTA
412043;ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO ;SUBCUENTA
412044;ELABORACION DE PINTURAS, TINTAS Y MASILLAS ;SUBCUENTA
412045;ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS ;SUBCUENTA
412046;ELABORACION DE JABONES, DETERGENTES Y PREPARADOS DE TOCADOR ;SUBCUENTA
412047;ELABORACION DE OTROS PRODUCTOS QUIMICOS ;SUBCUENTA
412048;ELABORACION DE FIBRAS ;SUBCUENTA
412049;ELABORACION DE OTROS PRODUCTOS DE CAUCHO ;SUBCUENTA
412050;ELABORACION DE PRODUCTOS DE PLASTICO ;SUBCUENTA
412051;ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO ;SUBCUENTA
412052;ELABORACION DE PRODUCTOS DE CERAMICA, LOZA, PIEDRA, ARCILLA Y PORCELANA ;SUBCUENTA
412053;ELABORACION DE CEMENTO, CAL Y YESO ;SUBCUENTA
412054;ELABORACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO ;SUBCUENTA
412055;CORTE, TALLADO Y ACABADO DE LA PIEDRA ;SUBCUENTA
412056;ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS ;SUBCUENTA
412057;INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO ;SUBCUENTA
412058;PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE METALES NO FERROSOS ;SUBCUENTA
412059;FUNDICION DE METALES NO FERROSOS ;SUBCUENTA
412060;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL ;SUBCUENTA
412061;FORJA, PRENSADO, ESTAMPADO, LAMINADO DE METAL Y PULVIMETALURGIA ;SUBCUENTA
412062;REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA ;SUBCUENTA
412063;FABRICACION DE ARTICULOS DE FERRETERIA ;SUBCUENTA
412064;ELABORACION DE OTROS PRODUCTOS DE METAL ;SUBCUENTA
412065;FABRICACION DE MAQUINARIA Y EQUIPO ;SUBCUENTA
412066;FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION ;SUBCUENTA
412067;ELABORACION DE APARATOS DE USO DOMESTICO ;SUBCUENTA
412068;ELABORACION DE EQUIPO DE OFICINA ;SUBCUENTA
412069;ELABORACION DE PILAS Y BATERIAS PRIMARIAS ;SUBCUENTA
412070;ELABORACION DE EQUIPO DE ILUMINACION ;SUBCUENTA
412071;ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO ;SUBCUENTA
412072;FABRICACION DE EQUIPOS DE RADIO, TELEVISION Y COMUNICACIONES ;SUBCUENTA
412073;FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS ;SUBCUENTA
412074;FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL ;SUBCUENTA
412075;FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO ;SUBCUENTA
412076;FABRICACION DE RELOJES ;SUBCUENTA
412077;FABRICACION DE VEHICULOS AUTOMOTORES ;SUBCUENTA
412078;FABRICACION DE CARROCERIAS PARA AUTOMOTORES ;SUBCUENTA
412079;FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES ;SUBCUENTA
412080;FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES ;SUBCUENTA
412081;FABRICACION DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES ;SUBCUENTA
412082;FABRICACION DE AERONAVES ;SUBCUENTA
412083;FABRICACION DE MOTOCICLETAS ;SUBCUENTA
412084;FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS ;SUBCUENTA
412085;FABRICACION DE OTROS TIPOS DE TRANSPORTE ;SUBCUENTA
412086;FABRICACION DE MUEBLES ;SUBCUENTA
412087;FABRICACION DE JOYAS Y ARTICULOS CONEXOS ;SUBCUENTA
412088;FABRICACION DE INSTRUMENTOS DE MUSICA ;SUBCUENTA
412089;FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE ;SUBCUENTA
412090;FABRICACION DE JUEGOS Y JUGUETES ;SUBCUENTA
412091;RECICLAMIENTO DE DESPERDICIOS ;SUBCUENTA
412095;PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS ;SUBCUENTA
412099;AJUSTES POR INFLACION ;SUBCUENTA
4125;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA ;CUENTA
412505;GENERACION, CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA ;SUBCUENTA
412510;FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS ;SUBCUENTA
412515;CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA ;SUBCUENTA
412595;ACTIVIDADES CONEXAS ;SUBCUENTA
412599;AJUSTES POR INFLACION ;SUBCUENTA
4130;CONSTRUCCION ;CUENTA
413005;PREPARACION DE TERRENOS ;SUBCUENTA
413010;CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL ;SUBCUENTA
413015;ACONDICIONAMIENTO DE EDIFICIOS ;SUBCUENTA
413020;TERMINACION DE EDIFICACIONES ;SUBCUENTA
413025;ALQUILER DE EQUIPO CON OPERARIOS ;SUBCUENTA
413095;ACTIVIDADES CONEXAS ;SUBCUENTA
413099;AJUSTES POR INFLACION ;SUBCUENTA
4135;COMERCIO AL POR MAYOR Y AL POR MENOR ;CUENTA
413502;VENTA DE VEHICULOS AUTOMOTORES ;SUBCUENTA
413504;MANTENIMIENTO, REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES ;SUBCUENTA
413506;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES ;SUBCUENTA
413508;VENTA DE COMBUSTIBLES SOLIDOS, LIQUIDOS, GASEOSOS ;SUBCUENTA
413510;VENTA DE LUBRICANTES, ADITIVOS, LLANTAS Y LUJOS PARA AUTOMOTORES ;SUBCUENTA
413512;VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA ;SUBCUENTA
413514;VENTA DE INSUMOS, MATERIAS PRIMAS AGROPECUARIAS Y FLORES ;SUBCUENTA
413516;VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS ;SUBCUENTA
413518;VENTA DE ANIMALES VIVOS Y CUEROS ;SUBCUENTA
413520;VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS ;SUBCUENTA
413522;VENTA DE PRODUCTOS AGROPECUARIOS ;SUBCUENTA
413524;VENTA DE PRODUCTOS TEXTILES, DE VESTIR, DE CUERO Y CALZADO ;SUBCUENTA
413526;VENTA DE PAPEL Y CARTON ;SUBCUENTA
413528;VENTA DE LIBROS, REVISTAS, ELEMENTOS DE PAPELERIA, UTILES Y TEXTOS ESCOLARES ;SUBCUENTA
413530;VENTA DE JUEGOS, JUGUETES Y ARTICULOS DEPORTIVOS ;SUBCUENTA
413532;VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS ;SUBCUENTA
413534;VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS ;SUBCUENTA
413536;VENTA DE ELECTRODOMESTICOS Y MUEBLES ;SUBCUENTA
413538;VENTA DE PRODUCTOS DE ASEO, FARMACEUTICOS, MEDICINALES, Y ARTICULOS DE TOCADOR ;SUBCUENTA
413540;VENTA DE CUBIERTOS, VAJILLAS, CRISTALERIA, PORCELANAS, CERAMICAS Y OTROS ARTICULOS DE USO DOMESTICO ;SUBCUENTA
413542;VENTA DE MATERIALES DE CONSTRUCCION, FONTANERIA Y CALEFACCION ;SUBCUENTA
413544;VENTA DE PINTURAS Y LACAS ;SUBCUENTA
413546;VENTA DE PRODUCTOS DE VIDRIOS Y MARQUETERIA ;SUBCUENTA
413548;VENTA DE HERRAMIENTAS Y ARTICULOS DE FERRETERIA ;SUBCUENTA
413550;VENTA DE QUIMICOS ;SUBCUENTA
413552;VENTA DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS ;SUBCUENTA
413554;VENTA DE MAQUINARIA, EQUIPO DE OFICINA Y PROGRAMAS DE COMPUTADOR ;SUBCUENTA
413556;VENTA DE ARTICULOS EN CACHARRERIAS Y MISCELANEAS ;SUBCUENTA
413558;VENTA DE INSTRUMENTOS MUSICALES ;SUBCUENTA
413560;VENTA DE ARTICULOS EN CASAS DE EMPEÑO Y PRENDERIAS ;SUBCUENTA
413562;VENTA DE EQUIPO FOTOGRAFICO ;SUBCUENTA
413564;VENTA DE EQUIPO OPTICO Y DE PRECISION ;SUBCUENTA
413566;VENTA DE EMPAQUES ;SUBCUENTA
413568;VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO ;SUBCUENTA
413570;VENTA DE LOTERIAS, RIFAS, CHANCE, APUESTAS Y SIMILARES ;SUBCUENTA
413572;REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS ;SUBCUENTA
413595;VENTA DE OTROS PRODUCTOS ;SUBCUENTA
413599;AJUSTES POR INFLACION ;SUBCUENTA
4140;HOTELES Y RESTAURANTES ;CUENTA
414005;HOTELERIA ;SUBCUENTA
414010;CAMPAMENTO Y OTROS TIPOS DE HOSPEDAJE ;SUBCUENTA
414015;RESTAURANTES ;SUBCUENTA
414020;BARES Y CANTINAS ;SUBCUENTA
414095;ACTIVIDADES CONEXAS ;SUBCUENTA
414099;AJUSTES POR INFLACION ;SUBCUENTA
4145;TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES ;CUENTA
414505;SERVICIO DE TRANSPORTE POR CARRETERA ;SUBCUENTA
414510;SERVICIO DE TRANSPORTE POR VIA FERREA ;SUBCUENTA
414515;SERVICIO DE TRANSPORTE POR VIA ACUATICA ;SUBCUENTA
414520;SERVICIO DE TRANSPORTE POR VIA AEREA ;SUBCUENTA
414525;SERVICIO DE TRANSPORTE POR TUBERIAS ;SUBCUENTA
414530;MANIPULACION DE CARGA ;SUBCUENTA
414535;ALMACENAMIENTO Y DEPOSITO ;SUBCUENTA
414540;SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE ;SUBCUENTA
414545;AGENCIAS DE VIAJE ;SUBCUENTA
414550;OTRAS AGENCIAS DE TRANSPORTE ;SUBCUENTA
414555;SERVICIO POSTAL Y DE CORREO ;SUBCUENTA
414560;SERVICIO TELEFONICO ;SUBCUENTA
414565;SERVICIO DE TELEGRAFO ;SUBCUENTA
414570;SERVICIO DE TRANSMISION DE DATOS ;SUBCUENTA
414575;SERVICIO DE RADIO Y TELEVISION POR CABLE ;SUBCUENTA
414580;TRANSMISION DE SONIDO E IMAGENES POR CONTRATO ;SUBCUENTA
414595;ACTIVIDADES CONEXAS ;SUBCUENTA
414599;AJUSTES POR INFLACION ;SUBCUENTA
4150;ACTIVIDAD FINANCIERA ;CUENTA
415005;VENTA DE INVERSIONES ;SUBCUENTA
415010;DIVIDENDOS DE SOCIEDADES ANONIMAS Y/O ASIMILADAS ;SUBCUENTA
415015;PARTICIPACIONES DE SOCIEDADES LIMITADAS Y/O ASIMILADAS ;SUBCUENTA
415020;INTERESES ;SUBCUENTA
415025;REAJUSTE MONETARIO - UPAC ;SUBCUENTA
415030;COMISIONES ;SUBCUENTA
415035;OPERACIONES DE DESCUENTO ;SUBCUENTA
415040;CUOTAS DE INSCRIPCION - CONSORCIOS ;SUBCUENTA
